   label x y lambda e1 e2 e3 e4 e5 e6 e7
   1    0.0000000e+00   2.0000000e+01   1.5422776e-15   2.5819889e-01   3.9715695e-01   3.3335451e-01  -3.4727674e-01   2.6014529e-01  -3.8624768e-01   2.9541124e-01 
   2    2.0000000e+01   4.0000000e+01   1.0475020e-01   2.5819889e-01   3.5555468e-01   2.9843556e-01  -2.1462883e-01   3.0718132e-02  -4.5608387e-02  -1.1283705e-01 
   3    4.0000000e+01   5.5000000e+01   1.0475020e-01   2.5819889e-01   2.7670799e-01   2.3225542e-01   1.1072019e-16  -2.2579994e-01   3.3525382e-01  -3.6514837e-01 
   4    7.0000000e+01   7.5000000e+01   3.8196601e-01   2.5819889e-01   1.6887608e-01   1.4174648e-01   2.1462883e-01  -2.8318069e-01   4.2044920e-01  -1.1283705e-01 
   5    6.0000000e+01   4.5000000e+01   8.8191932e-01   2.5819889e-01   4.3354364e-02   3.6389575e-02   3.4727674e-01  -9.0818910e-02   1.3484231e-01   2.9541124e-01 
   6    1.4000000e+02   8.0000000e+01   8.8191932e-01   2.5819889e-01  -4.8727195e-01   1.7727075e-01  -3.4727674e-01   2.0442765e-01   4.1841627e-01   2.9541124e-01 
   7    1.2000000e+02   7.0000000e+01   1.3819660e+00   2.5819889e-01  -4.3623011e-01   1.5870161e-01  -2.1462883e-01   2.4138955e-02   4.9406876e-02  -1.1283705e-01 
   8    1.1000000e+02   6.5000000e+01   2.1370569e+00   2.5819889e-01  -3.3949309e-01   1.2350844e-01   1.3847577e-16  -1.7743835e-01  -3.6317540e-01  -3.6514837e-01 
   9    8.5000000e+01   5.0000000e+01   2.1370569e+00   2.5819889e-01  -2.0719409e-01   7.5377730e-02   2.1462883e-01  -2.2252935e-01  -4.5546627e-01  -1.1283705e-01 
   10   7.5000000e+01   5.5000000e+01   2.6180340e+00   2.5819889e-01  -5.3191478e-02   1.9351193e-02   3.4727674e-01  -7.1367412e-02  -1.4607264e-01   2.9541124e-01 
   11   1.4000000e+02  -3.0000000e+01   3.3784982e+00   2.5819889e-01   9.0114996e-02  -5.1062526e-01  -3.4727674e-01  -4.6457295e-01  -3.2168596e-02   2.9541124e-01 
   12   1.2000000e+02  -2.0000000e+01   3.3784982e+00   2.5819889e-01   8.0675432e-02  -4.5713716e-01  -2.1462883e-01  -5.4857088e-02  -3.7984896e-03  -1.1283705e-01 
   13   1.1000000e+02   0.0000000e+00   3.6180340e+00   2.5819889e-01   6.2785101e-02  -3.5576386e-01   4.4989250e-17   4.0323830e-01   2.7921578e-02  -3.6514837e-01 
   14   1.0000000e+02   2.5000000e+01   4.4977754e+00   2.5819889e-01   3.8318018e-02  -2.1712421e-01   2.1462883e-01   5.0571004e-01   3.5017067e-02  -1.1283705e-01 
   15   8.0000000e+01   4.0000000e+01   4.4977754e+00   2.5819889e-01   9.8371143e-03  -5.5740768e-02   3.4727674e-01   1.6218632e-01   1.1230327e-02   2.9541124e-01 
