   x e1 e2 e3 e4 e5 e6 labels
   1.0000000e+00  -3.3333333e-01   0.0000000e+00   4.3633767e-01   0.0000000e+00  -5.0964708e-01   0.0000000e+00   1.0000000e+00
   2.0000000e+00  -3.3333333e-01   0.0000000e+00   2.8340086e-01   0.0000000e+00  -2.7338904e-01   0.0000000e+00   1.0000000e+00
   3.0000000e+00  -3.3333333e-01   0.0000000e+00   6.9494900e-02   0.0000000e+00   3.5533241e-02   0.0000000e+00   1.0000000e+00
   4.0000000e+00  -3.3333333e-01   0.0000000e+00  -5.9648752e-01   0.0000000e+00  -1.2669987e-01   0.0000000e+00   1.0000000e+00
   5.0000000e+00  -3.3333333e-01   0.0000000e+00  -5.4808486e-01   0.0000000e+00  -1.1310197e-01   0.0000000e+00   1.0000000e+00
   6.0000000e+00  -3.3333333e-01   0.0000000e+00   3.9484921e-02   0.0000000e+00   4.9766257e-02   0.0000000e+00   1.0000000e+00
   7.0000000e+00  -3.3333333e-01   0.0000000e+00   1.8069135e-01   0.0000000e+00   5.7390325e-01   0.0000000e+00   1.0000000e+00
   8.0000000e+00  -3.3333333e-01   0.0000000e+00   1.7395812e-01   0.0000000e+00   5.4561849e-01   0.0000000e+00   1.0000000e+00
   9.0000000e+00  -3.3333333e-01   0.0000000e+00   6.1641041e-02   0.0000000e+00   7.6613360e-02   0.0000000e+00   1.0000000e+00
   1.0000000e+01   0.0000000e+00  -3.3333333e-01   0.0000000e+00   4.3633767e-01   0.0000000e+00  -5.0964708e-01   2.0000000e+00
   1.1000000e+01   0.0000000e+00  -3.3333333e-01   0.0000000e+00   2.8340086e-01   0.0000000e+00  -2.7338904e-01   2.0000000e+00
   1.2000000e+01   0.0000000e+00  -3.3333333e-01   0.0000000e+00   6.9494900e-02   0.0000000e+00   3.5533241e-02   2.0000000e+00
   1.3000000e+01   0.0000000e+00  -3.3333333e-01   0.0000000e+00  -5.9648752e-01   0.0000000e+00  -1.2669987e-01   2.0000000e+00
   1.4000000e+01   0.0000000e+00  -3.3333333e-01   0.0000000e+00  -5.4808486e-01   0.0000000e+00  -1.1310197e-01   2.0000000e+00
   1.5000000e+01   0.0000000e+00  -3.3333333e-01   0.0000000e+00   3.9484921e-02   0.0000000e+00   4.9766257e-02   2.0000000e+00
   1.6000000e+01   0.0000000e+00  -3.3333333e-01   0.0000000e+00   1.8069135e-01   0.0000000e+00   5.7390325e-01   2.0000000e+00
   1.7000000e+01   0.0000000e+00  -3.3333333e-01   0.0000000e+00   1.7395812e-01   0.0000000e+00   5.4561849e-01   2.0000000e+00
   1.8000000e+01   0.0000000e+00  -3.3333333e-01   0.0000000e+00   6.1641041e-02   0.0000000e+00   7.6613360e-02   2.0000000e+00
