  x y e3 e4 e5 e6 labels
  -4.1561997e+00   8.6854943e-01   0.0000000e+00  -4.4586995e-02   0.0000000e+00  -9.3270622e-03   1.0000000e+00
  -4.2341268e+00   1.8977971e+00   0.0000000e+00  -4.4586729e-02   0.0000000e+00  -9.3270045e-03   1.0000000e+00
  -4.2054491e+00   2.9139197e+00   0.0000000e+00  -4.4586197e-02   0.0000000e+00  -9.3268890e-03   1.0000000e+00
  -4.0734565e+00   3.8734548e+00   0.0000000e+00  -4.4585398e-02   0.0000000e+00  -9.3267158e-03   1.0000000e+00
  -3.8502940e+00   4.7371514e+00   0.0000000e+00  -4.4584334e-02   0.0000000e+00  -9.3264849e-03   1.0000000e+00
  -3.5556564e+00   5.4741789e+00   0.0000000e+00  -4.4583003e-02   0.0000000e+00  -9.3261962e-03   1.0000000e+00
  -3.2143445e+00   6.0658030e+00   0.0000000e+00  -4.4581407e-02   0.0000000e+00  -9.3258498e-03   1.0000000e+00
  -2.8526306e+00   6.5074075e+00   0.0000000e+00  -4.4579544e-02   0.0000000e+00  -9.3254457e-03   1.0000000e+00
  -2.4942057e+00   6.8076845e+00   0.0000000e+00  -4.4577415e-02   0.0000000e+00  -9.3249838e-03   1.0000000e+00
  -2.1570613e+00   6.9849848e+00   0.0000000e+00  -4.4575021e-02   0.0000000e+00  -9.3244643e-03   1.0000000e+00
  -1.8522769e+00   7.0622923e+00   0.0000000e+00  -4.4572360e-02   0.0000000e+00  -9.3238870e-03   1.0000000e+00
  -1.5846585e+00   7.0627198e+00   0.0000000e+00  -4.4569433e-02   0.0000000e+00  -9.3232520e-03   1.0000000e+00
  -1.3544062e+00   7.0066488e+00   0.0000000e+00  -4.4566240e-02   0.0000000e+00  -9.3225593e-03   1.0000000e+00
  -1.1589308e+00   6.9105697e+00   0.0000000e+00  -4.4562781e-02   0.0000000e+00  -9.3218088e-03   1.0000000e+00
  -9.9430899e-01   6.7870829e+00   0.0000000e+00  -4.4559057e-02   0.0000000e+00  -9.3210007e-03   1.0000000e+00
  -8.5624559e-01   6.6454639e+00   0.0000000e+00  -4.4555066e-02   0.0000000e+00  -9.3201349e-03   1.0000000e+00
  -7.4061620e-01   6.4923804e+00   0.0000000e+00  -4.4550809e-02   0.0000000e+00  -9.3192114e-03   1.0000000e+00
  -6.4372331e-01   6.3325568e+00   0.0000000e+00  -4.4546287e-02   0.0000000e+00  -9.3182302e-03   1.0000000e+00
  -5.6238063e-01   6.1693119e+00   0.0000000e+00  -4.4541498e-02   0.0000000e+00  -9.3171913e-03   1.0000000e+00
  -4.9390668e-01   6.0049645e+00   0.0000000e+00  -4.4536444e-02   0.0000000e+00  -9.3160948e-03   1.0000000e+00
  -4.3607639e-01   5.8411283e+00   0.0000000e+00  -4.4531124e-02   0.0000000e+00  -9.3149405e-03   1.0000000e+00
  -3.8705841e-01   5.6789212e+00   0.0000000e+00  -4.4525538e-02   0.0000000e+00  -9.3137287e-03   1.0000000e+00
  -3.4535178e-01   5.5191124e+00   0.0000000e+00  -4.4519687e-02   0.0000000e+00  -9.3124591e-03   1.0000000e+00
  -3.0972826e-01   5.3622246e+00   0.0000000e+00  -4.4513570e-02   0.0000000e+00  -9.3111320e-03   1.0000000e+00
  -2.7918268e-01   5.2086067e+00   0.0000000e+00  -4.4507187e-02   0.0000000e+00  -9.3097471e-03   1.0000000e+00
  -2.5289132e-01   5.0584831e+00   0.0000000e+00  -4.4500538e-02   0.0000000e+00  -9.3083047e-03   1.0000000e+00
  -2.3017768e-01   4.9119901e+00   0.0000000e+00  -4.4493624e-02   0.0000000e+00  -9.3068046e-03   1.0000000e+00
  -2.1048472e-01   4.7692000e+00   0.0000000e+00  -4.4486444e-02   0.0000000e+00  -9.3052470e-03   1.0000000e+00
  -1.9335236e-01   4.6301395e+00   0.0000000e+00  -4.4478999e-02   0.0000000e+00  -9.3036317e-03   1.0000000e+00
  -1.7839934e-01   4.4948026e+00   0.0000000e+00  -4.4471289e-02   0.0000000e+00  -9.3019589e-03   1.0000000e+00
  -1.6530866e-01   4.3631591e+00   0.0000000e+00  -4.4463312e-02   0.0000000e+00  -9.3002284e-03   1.0000000e+00
  -1.5381585e-01   4.2351620e+00   0.0000000e+00  -4.4455071e-02   0.0000000e+00  -9.2984404e-03   1.0000000e+00
  -1.4369947e-01   4.1107521e+00   0.0000000e+00  -4.4446564e-02   0.0000000e+00  -9.2965949e-03   1.0000000e+00
  -1.3477351e-01   3.9898616e+00   0.0000000e+00  -4.4437792e-02   0.0000000e+00  -9.2946917e-03   1.0000000e+00
  -1.2688114e-01   3.8724167e+00   0.0000000e+00  -4.4428755e-02   0.0000000e+00  -9.2927311e-03   1.0000000e+00
  -1.1988977e-01   3.7583397e+00   0.0000000e+00  -4.4419453e-02   0.0000000e+00  -9.2907129e-03   1.0000000e+00
  -1.1368688e-01   3.6475506e+00   0.0000000e+00  -4.4409885e-02   0.0000000e+00  -9.2886373e-03   1.0000000e+00
  -1.0817671e-01   3.5399678e+00   0.0000000e+00  -4.4400053e-02   0.0000000e+00  -9.2865041e-03   1.0000000e+00
  -1.0327753e-01   3.4355094e+00   0.0000000e+00  -4.4389955e-02   0.0000000e+00  -9.2843134e-03   1.0000000e+00
  -9.8919401e-02   3.3340934e+00   0.0000000e+00  -4.4379593e-02   0.0000000e+00  -9.2820653e-03   1.0000000e+00
  -9.5042284e-02   3.2356385e+00   0.0000000e+00  -4.4368965e-02   0.0000000e+00  -9.2797597e-03   1.0000000e+00
  -9.1594538e-02   3.1400643e+00   0.0000000e+00  -4.4358073e-02   0.0000000e+00  -9.2773967e-03   1.0000000e+00
  -8.8531642e-02   3.0472916e+00   0.0000000e+00  -4.4346916e-02   0.0000000e+00  -9.2749763e-03   1.0000000e+00
  -8.5815129e-02   2.9572424e+00   0.0000000e+00  -4.4335495e-02   0.0000000e+00  -9.2724984e-03   1.0000000e+00
  -8.3411714e-02   2.8698405e+00   0.0000000e+00  -4.4323809e-02   0.0000000e+00  -9.2699631e-03   1.0000000e+00
  -8.1292545e-02   2.7850110e+00   0.0000000e+00  -4.4311858e-02   0.0000000e+00  -9.2673705e-03   1.0000000e+00
  -7.9432591e-02   2.7026810e+00   0.0000000e+00  -4.4299643e-02   0.0000000e+00  -9.2647205e-03   1.0000000e+00
  -7.7810115e-02   2.6227792e+00   0.0000000e+00  -4.4287163e-02   0.0000000e+00  -9.2620131e-03   1.0000000e+00
  -7.6406237e-02   2.5452359e+00   0.0000000e+00  -4.4274419e-02   0.0000000e+00  -9.2592485e-03   1.0000000e+00
  -7.5204559e-02   2.4699834e+00   0.0000000e+00  -4.4261411e-02   0.0000000e+00  -9.2564264e-03   1.0000000e+00
  -7.4190851e-02   2.3969556e+00   0.0000000e+00  -4.4248139e-02   0.0000000e+00  -9.2535471e-03   1.0000000e+00
  -7.3352784e-02   2.3260883e+00   0.0000000e+00  -4.4234603e-02   0.0000000e+00  -9.2506106e-03   1.0000000e+00
  -7.2679702e-02   2.2573188e+00   0.0000000e+00  -4.4220802e-02   0.0000000e+00  -9.2476167e-03   1.0000000e+00
  -7.2162424e-02   2.1905865e+00   0.0000000e+00  -4.4206738e-02   0.0000000e+00  -9.2445656e-03   1.0000000e+00
  -7.1793084e-02   2.1258321e+00   0.0000000e+00  -4.4192410e-02   0.0000000e+00  -9.2414573e-03   1.0000000e+00
  -7.1564985e-02   2.0629983e+00   0.0000000e+00  -4.4177818e-02   0.0000000e+00  -9.2382918e-03   1.0000000e+00
  -7.1472480e-02   2.0020290e+00   0.0000000e+00  -4.4162962e-02   0.0000000e+00  -9.2350691e-03   1.0000000e+00
  -7.1510870e-02   1.9428703e+00   0.0000000e+00  -4.4147843e-02   0.0000000e+00  -9.2317893e-03   1.0000000e+00
  -7.1676312e-02   1.8854692e+00   0.0000000e+00  -4.4132461e-02   0.0000000e+00  -9.2284523e-03   1.0000000e+00
  -7.1965747e-02   1.8297749e+00   0.0000000e+00  -4.4116815e-02   0.0000000e+00  -9.2250581e-03   1.0000000e+00
  -7.2376832e-02   1.7757375e+00   0.0000000e+00  -4.4100905e-02   0.0000000e+00  -9.2216069e-03   1.0000000e+00
  -7.2907891e-02   1.7233091e+00   0.0000000e+00  -4.4084733e-02   0.0000000e+00  -9.2180986e-03   1.0000000e+00
  -7.3557863e-02   1.6724428e+00   0.0000000e+00  -4.4068297e-02   0.0000000e+00  -9.2145332e-03   1.0000000e+00
  -7.4326268e-02   1.6230934e+00   0.0000000e+00  -4.4051599e-02   0.0000000e+00  -9.2109108e-03   1.0000000e+00
  -7.5213172e-02   1.5752169e+00   0.0000000e+00  -4.4034637e-02   0.0000000e+00  -9.2072314e-03   1.0000000e+00
