   label x y lambda e1 e2 e3 e4 e5 e6 e7
   1    0.0000000e+00   2.0000000e+01   3.6117298e-16   2.2360680e-01  -4.4142810e-01   1.5712423e-02   3.2018959e-01   3.0075048e-01   3.9824947e-01  -1.3262080e-02
   2    2.0000000e+01   4.0000000e+01   9.7886967e-02   2.2360680e-01  -3.9821805e-01   1.4174381e-02   2.8546715e-01   1.8587402e-01   6.9920861e-02  -2.3284301e-03
   3    4.0000000e+01   5.5000000e+01   9.7886967e-02   2.2360680e-01  -3.1602763e-01   1.1248853e-02   2.1978767e-01   3.0677506e-16  -3.1605257e-01   1.0524846e-02
   4    7.0000000e+01   7.5000000e+01   1.0844340e-01   2.2360680e-01  -2.0290223e-01   7.2222080e-03   1.3027367e-01  -1.8587402e-01  -4.4146294e-01   1.4701129e-02
   5    6.0000000e+01   4.5000000e+01   3.8196601e-01   2.2360680e-01  -6.9915343e-02   2.4886033e-03   2.6632355e-02  -3.0075048e-01  -2.0291824e-01   6.7573672e-03
   6    1.4000000e+02   8.0000000e+01   8.2442950e-01   2.2360680e-01   1.5712423e-02   4.4142810e-01  -3.2018959e-01   3.0075048e-01  -1.3262080e-02  -3.9824947e-01
   7    1.2000000e+02   7.0000000e+01   8.2442950e-01   2.2360680e-01   1.4174381e-02   3.9821805e-01  -2.8546715e-01   1.8587402e-01  -2.3284301e-03  -6.9920861e-02
   8    1.1000000e+02   6.5000000e+01   9.1189649e-01   2.2360680e-01   1.1248853e-02   3.1602763e-01  -2.1978767e-01   6.8776462e-16   1.0524846e-02   3.1605257e-01
   9    8.5000000e+01   5.0000000e+01   1.3819660e+00   2.2360680e-01   7.2222080e-03   2.0290223e-01  -1.3027367e-01  -1.8587402e-01   1.4701129e-02   4.4146294e-01
   10   7.5000000e+01   5.5000000e+01   2.0000000e+00   2.2360680e-01   2.4886033e-03   6.9915343e-02  -2.6632355e-02  -3.0075048e-01   6.7573672e-03   2.0291824e-01
   11   1.4000000e+02  -3.0000000e+01   2.0000000e+00   2.2360680e-01   4.4142810e-01  -1.5712423e-02   3.2018959e-01   3.0075048e-01  -3.9824947e-01   1.3262080e-02
   12   1.2000000e+02  -2.0000000e+01   2.2017970e+00   2.2360680e-01   3.9821805e-01  -1.4174381e-02   2.8546715e-01   1.8587402e-01  -6.9920861e-02   2.3284301e-03
   13   1.1000000e+02   0.0000000e+00   2.6180340e+00   2.2360680e-01   3.1602763e-01  -1.1248853e-02   2.1978767e-01   4.1779737e-16   3.1605257e-01  -1.0524846e-02
   14   1.0000000e+02   2.5000000e+01   3.1755705e+00   2.2360680e-01   2.0290223e-01  -7.2222080e-03   1.3027367e-01  -1.8587402e-01   4.4146294e-01  -1.4701129e-02
   15   8.0000000e+01   4.0000000e+01   3.1755705e+00   2.2360680e-01   6.9915343e-02  -2.4886033e-03   2.6632355e-02  -3.0075048e-01   2.0291824e-01  -6.7573672e-03
   16   1.0000000e+01  -5.0000000e+01   3.4446503e+00   2.2360680e-01  -1.5712423e-02  -4.4142810e-01  -3.2018959e-01   3.0075048e-01   1.3262080e-02   3.9824947e-01
   17   3.0000000e+01  -3.0000000e+01   3.6180340e+00   2.2360680e-01  -1.4174381e-02  -3.9821805e-01  -2.8546715e-01   1.8587402e-01   2.3284301e-03   6.9920861e-02
   18   4.0000000e+01  -1.0000000e+01   3.9021130e+00   2.2360680e-01  -1.1248853e-02  -3.1602763e-01  -2.1978767e-01   1.3676528e-16  -1.0524846e-02  -3.1605257e-01
   19   5.0000000e+01   1.0000000e+01   3.9021130e+00   2.2360680e-01  -7.2222080e-03  -2.0290223e-01  -1.3027367e-01  -1.8587402e-01  -1.4701129e-02  -4.4146294e-01
   20   6.0000000e+01   3.0000000e+01   5.3332129e+00   2.2360680e-01  -2.4886033e-03  -6.9915343e-02  -2.6632355e-02  -3.0075048e-01  -6.7573672e-03  -2.0291824e-01
